202,11/18/2021,322,0.03,R,0.00, ,174, ,12.8, ,60.8, ,45.6, ,51.9, ,100, ,82, ,97, ,51.1, ,1.0,I,24.0,I,60.4, 
202,11/19/2021,323,0.05,R,0, ,221, ,13.8, ,62.3, ,49.6, ,54.9, ,100, ,77, ,94, ,53.1, ,1.0,I,24.0,I,60.6, 
202,11/20/2021,324,0.07,R,0.00, ,272, ,12.1, ,74.0, ,45.0, ,59.7, ,100, ,46, ,69, ,49.6, ,1.0,I,24.0,I,60.3, 
202,11/21/2021,325,0.09,R,0, ,316, ,9.5, ,78.5, ,50.0, ,62.7, ,72, ,30, ,49, ,43.1, ,1.0,I,24.0,I,60.5, 
202,11/22/2021,326,0.09,R,0, ,278, ,6.0, ,80.5, ,50.7, ,63.0, ,49, ,18, ,31, ,31.7, ,1.0,I,24.0,I,59.7, 
202,11/23/2021,327,0.08,R,0.01, ,310, ,9.1, ,72.2, ,46.6, ,57.5, ,95, ,30, ,56, ,42.1, ,1.0,I,24.0,I,59.1, 
202,11/24/2021,328,0.08,R,0.00, ,311, ,7.2, ,71.5, ,51.0, ,61.3, ,56, ,24, ,39, ,36.1, ,1.0,I,24.0,I,58.9, 
202,11/25/2021,329,0.08,R,0, ,317, ,6.4, ,71.8, ,42.3, ,57.7, ,81, ,12, ,39, ,33.0, ,1.0,I,24.0,I,58.2, 
202,11/26/2021,330,0.08,R,0, ,298, ,7.4, ,67.9, ,43.6, ,55.3, ,88, ,24, ,50, ,36.9, ,1.0,I,24.0,I,57.8, 
202,11/27/2021,331,0.09,R,0.00, ,301, ,4.8, ,74.7, ,44.2, ,58.7, ,60, ,14, ,28, ,26.2, ,1.0,I,24.0,I,57.5, 
202,11/28/2021,332,0.08,R,0, ,301, ,5.7, ,75.4, ,45.2, ,58.3, ,58, ,16, ,34, ,30.5, ,1.0,I,24.0,I,57.4, 
202,11/29/2021,333,0.08,R,0.02, ,296, ,9.6, ,71.6, ,45.3, ,57.4, ,99, ,22, ,60, ,43.6, ,1.0,I,24.0,I,57.5, 
202,11/30/2021,334,0.07,R,0.00, ,294, ,11.0, ,74.0, ,46.7, ,58.9, ,100, ,25, ,65, ,47.1, ,1.0,I,24.0,I,58.0, 
202,12/1/2021,335,0.08,R,0.01, ,283, ,10.2, ,78.7,Y,44.5, ,58.4, ,100, ,26, ,61, ,45.0, ,1.0,I,24.0,I,58.4, 
202,12/2/2021,336,0.04,R,0.01, ,205, ,12.0, ,58.1, ,41.8, ,50.0, ,100, ,86, ,98, ,49.5, ,1.0,I,24.0,I,57.9, 
202,12/3/2021,337,0.03,R,0, ,136, ,12.1, ,55.8, ,47.5, ,51.3, ,100, ,84, ,94, ,49.5, ,1.0,I,24.0,I,58.1, 
202,12/4/2021,338,0.05,R,0, ,217, ,11.7, ,60.4, ,44.5, ,51.9, ,99, ,70, ,89, ,48.6, ,1.0,I,24.0,I,58.1, 
202,12/5/2021,339,0.07,R,0, ,288, ,11.2, ,70.1, ,43.2, ,55.4, ,100, ,42, ,74, ,47.4, ,1.0,I,24.0,I,57.4, 
202,12/6/2021,340,0.05,R,0, ,193, ,10.9, ,62.2, ,46.7, ,54.2, ,100, ,44, ,76, ,46.9, ,1.0,I,24.0,I,57.2, 
202,12/7/2021,341,0.04,R,0, ,182, ,14.0, ,63.2, ,51.7, ,55.1, ,99, ,77, ,94, ,53.5, ,1.0,I,24.0,I,58.0, 
202,12/8/2021,342,0.05,R,0, ,233, ,13.6, ,63.6, ,47.0, ,54.6, ,100, ,71, ,93, ,52.7, ,1.0,I,24.0,I,58.5, 
202,12/9/2021,343,0.04,R,0.13, ,186, ,11.8, ,57.5, ,43.1, ,52.0, ,99, ,66, ,89, ,48.8, ,1.0,I,24.0,I,58.6, 
202,12/10/2021,344,0.06,R,0, ,262, ,8.4, ,62.8, ,41.7, ,51.0, ,91, ,41, ,66, ,40.1, ,1.0,I,24.0,I,56.6, 
202,12/11/2021,345,0.06,R,0, ,281, ,8.2, ,61.7, ,39.6, ,49.2, ,89, ,45, ,69, ,39.5, ,1.0,I,24.0,I,55.7, 
202,12/12/2021,346,0.06,R,0, ,270, ,9.0, ,59.5, ,36.7, ,47.8, ,97, ,50, ,79, ,41.7, ,1.0,I,24.0,I,54.9, 
202,12/13/2021,347,0.01,R,0.98, ,45, ,11.7, ,55.2, ,43.8, ,51.5, ,99, ,77, ,90, ,48.8, ,1.0,I,24.0,I,54.9, 
202,12/14/2021,348,0.02,R,0.78, ,100, ,10.6, ,57.1, ,39.2, ,48.5, ,100, ,68, ,91, ,46.0, ,1.0,I,24.0,I,54.7, 
202,12/15/2021,349,0.05,R,0, ,252, ,8.2, ,56.0, ,35.9, ,45.0, ,94, ,54, ,80, ,39.3, ,1.0,I,24.0,I,53.0, 
202,12/16/2021,350,0.02,R,0.23, ,112, ,11.4, ,57.9, ,43.4, ,50.1, ,100, ,72, ,93, ,48.1, ,1.0,I,24.0,I,53.5, 
202,12/17/2021,351,0.06,R,0, ,286, ,8.6, ,64.6, ,41.6, ,52.3, ,81, ,43, ,64, ,40.5, ,1.0,I,24.0,I,53.8, 
202,12/18/2021,352,0.06,R,0, ,286, ,8.6, ,60.2, ,35.6, ,46.9, ,96, ,49, ,78, ,40.5, ,1.0,I,24.0,I,53.1, 
202,12/19/2021,353,0.06,R,0, ,279, ,9.3, ,55.9, ,37.1, ,46.7, ,97, ,65, ,86, ,42.7, ,1.0,I,24.0,I,52.8, 
202,12/20/2021,354,0.04,R,0, ,163, ,9.7, ,57.4, ,44.8, ,49.6, ,98, ,62, ,80, ,43.6, ,1.0,I,24.0,I,53.2, 
202,12/21/2021,355,0.05,R,0, ,234, ,9.5, ,62.6, ,39.3, ,49.5, ,96, ,47, ,79, ,43.3, ,1.0,I,24.0,I,53.2, 
202,12/22/2021,356,0.01,R,0.45, ,44, ,11.4, ,60.6, ,45.3, ,54.4, ,99, ,54, ,79, ,48.0, ,1.0,I,24.0,I,53.6, 
202,12/23/2021,357,0,R,1.09, ,14, ,15.3,Y,58.5, ,55.1,Y,56.3, ,99, ,92, ,98,Y,55.9,Y,1.0,I,24.0,I,55.1, 
202,12/24/2021,358,0.04,R,0.04, ,188, ,12.7, ,59.6, ,46.9, ,53.7, ,99, ,76, ,90, ,51.0, ,1.0,I,24.0,I,55.6, 
202,12/25/2021,359,0.04,R,0.63, ,158, ,10.4, ,57.7, ,44.1, ,50.5, ,100, ,62, ,83, ,45.5, ,1.0,I,24.0,I,54.1, 
202,12/26/2021,360,0.06,R,0, ,279, ,8.6, ,55.4, ,39.5, ,47.8, ,91, ,59, ,76, ,40.7, ,1.0,I,24.0,I,53.2, 
202,12/27/2021,361,0.02,R,0.24, ,127, ,9.8, ,55.5, ,39.9, ,46.4, ,100, ,82, ,92, ,44.0, ,1.0,I,24.0,I,52.3, 
202,12/28/2021,362,0.06,R,0.01, ,265, ,8.9, ,54.9, ,41.4, ,46.5, ,99, ,58, ,82, ,41.4, ,1.0,I,24.0,I,52.2, 
202,12/29/2021,363,0.03,R,0.02, ,130, ,10.6, ,59.4, ,44.6, ,49.9, ,94, ,74, ,87, ,46.2, ,1.0,I,24.0,I,52.4, 
202,12/30/2021,364,0.03,R,0.00, ,155, ,11.3, ,62.8, ,42.3, ,50.8, ,99, ,64, ,89, ,47.7, ,1.0,I,24.0,I,52.7, 
202,12/31/2021,365,0.05,R,0.00,H,247, ,9.3, ,59.4, ,39.9, ,48.3, ,100, ,54, ,81, ,42.8, ,1.0,I,24.0,I,52.8, 
