173,11/23/2021,327,0.06, ,0.03, ,228, ,13.3, ,66.0, ,56.1, ,60.9, ,91, ,38, ,73, ,52.1, ,3.7, ,88.0, ,61.4, 
173,11/24/2021,328,0.08, ,0.00, ,326, ,13.3, ,64.3, ,52.2, ,58.4, ,91, ,44, ,80, ,52.1, ,4.1, ,99.1, ,61.6, 
173,11/25/2021,329,0.19, ,0, ,348,R,3.7,Y,74.2, ,56.2, ,65.0, ,34, ,12, ,18,Y,20.1,Y,8.1,R,194.6,R,59.6, 
173,11/26/2021,330,0.12, ,0, ,342, ,7.5, ,74.7, ,54.0, ,62.5, ,66, ,20, ,39, ,37.0, ,4.5, ,107.9, ,58.8, 
173,11/27/2021,331,0.10, ,0.01, ,341, ,7.6, ,70.3, ,55.1, ,61.5, ,72, ,21, ,41, ,37.6, ,2.8, ,66.3, ,58.9, 
173,11/28/2021,332,0.08, ,0.04, ,338, ,10.9, ,67.6, ,53.3, ,59.7, ,94, ,34, ,62, ,46.9, ,3.1, ,74.9, ,58.8, 
173,11/29/2021,333,0.08, ,0.01, ,327, ,12.4, ,69.9, ,48.7, ,57.6, ,94, ,33, ,77, ,50.3, ,2.7, ,64.9, ,59.4, 
173,11/30/2021,334,0.06, ,0.02, ,289, ,13.7, ,58.9, ,50.2, ,55.1, ,95, ,86, ,92, ,52.9, ,2.6, ,63.2, ,60.2, 
173,12/1/2021,335,0.05, ,0.06, ,243, ,14.1, ,57.8, ,51.6, ,55.3, ,95, ,94, ,95, ,53.7, ,2.6, ,62.4, ,59.9, 
173,12/2/2021,336,0.04, ,0.00, ,206, ,13.5, ,59.8, ,53.3, ,55.6, ,95, ,82, ,89, ,52.6, ,3.2, ,76.9, ,60.6, 
173,12/3/2021,337,0.05, ,0, ,206, ,12.8, ,58.6, ,52.9, ,55.7, ,89, ,79, ,84, ,51.0, ,4.1, ,98.3, ,60.6, 
173,12/4/2021,338,0.04, ,0, ,160, ,12.9, ,58.1, ,54.4, ,56.3, ,86, ,80, ,83, ,51.3, ,4.4, ,105.3, ,60.4, 
173,12/5/2021,339,0.06, ,0, ,266, ,13.0, ,58.2, ,51.8, ,55.7, ,92, ,81, ,86, ,51.5, ,3.4, ,82.3, ,60.6, 
173,12/6/2021,340,0.05, ,0.01, ,242, ,13.3, ,61.8, ,47.6, ,55.4, ,94, ,83, ,89, ,52.2, ,3.9, ,93.1, ,59.7, 
173,12/7/2021,341,0.02, ,0.01, ,66, ,12.6, ,60.5, ,52.3, ,57.1, ,87, ,72, ,79, ,50.7, ,4.1, ,98.2, ,60.1, 
173,12/8/2021,342,0.07, ,0, ,283, ,13.1, ,62.7, ,51.2, ,57.2, ,88, ,72, ,82, ,51.8, ,3.6, ,85.4, ,59.6, 
173,12/9/2021,343,0.02, ,0.19, ,62, ,13.2, ,59.9, ,55.2, ,57.1, ,90, ,70, ,83, ,52.0, ,6.3, ,150.3, ,59.9, 
173,12/10/2021,344,0.03, ,0, ,141, ,10.8, ,59.2, ,48.8, ,53.7, ,86, ,69, ,77, ,46.5, ,3.9, ,92.4, ,58.4, 
173,12/11/2021,345,0.07, ,0, ,314, ,9.3, ,60.1, ,45.8, ,53.4, ,84, ,53, ,67, ,42.6, ,3.7, ,89.9, ,57.5, 
173,12/12/2021,346,0.07, ,0, ,309, ,9.4, ,59.3, ,44.9, ,53.3, ,83, ,46, ,68, ,42.9, ,3.5, ,84.0, ,56.8, 
173,12/13/2021,347,0.02, ,0.01, ,67, ,10.8, ,58.1, ,49.6, ,53.9, ,88, ,67, ,76, ,46.6, ,3.8, ,90.3, ,57.1, 
173,12/14/2021,348,0.03, ,1.99, ,60, ,11.7, ,58.4, ,51.3, ,54.5, ,94, ,58, ,81, ,48.7, ,12.8,R,308.1,R,57.4, 
173,12/15/2021,349,0.07, ,0, ,303, ,8.0, ,54.9, ,44.1, ,50.1, ,75, ,58, ,65, ,38.9, ,5.1, ,121.9, ,55.7, 
173,12/16/2021,350,0.06, ,0.06, ,267, ,9.4, ,55.5, ,40.2, ,49.9, ,93, ,56, ,77, ,42.8, ,4.2, ,101.8, ,54.9, 
173,12/17/2021,351,0.07, ,0.18, ,307, ,11.7, ,59.1, ,48.0, ,53.5, ,94, ,56, ,83, ,48.6, ,4.5, ,109.0, ,56.6, 
173,12/18/2021,352,0.07, ,0.02, ,322, ,8.7, ,61.6, ,46.9, ,53.2, ,90, ,39, ,62, ,40.8, ,3.5, ,84.6, ,55.7, 
173,12/19/2021,353,0.07, ,0.00, ,313, ,9.8, ,59.1, ,44.6, ,52.8, ,89, ,41, ,72, ,43.9, ,3.1, ,74.1, ,55.3, 
173,12/20/2021,354,0.05, ,0.00, ,257, ,10.6, ,57.4, ,42.4, ,52.0, ,92, ,62, ,80, ,46.0, ,3.2, ,76.3, ,55.0, 
173,12/21/2021,355,0.03, ,0, ,151, ,12.0, ,60.5, ,52.5, ,55.8, ,94, ,57, ,79, ,49.3, ,2.8, ,67.7, ,56.3, 
173,12/22/2021,356,0.04, ,0, ,192, ,12.5, ,59.8, ,50.7, ,55.3, ,94, ,69, ,84, ,50.4, ,3.3, ,78.7, ,56.9, 
173,12/23/2021,357,0.02, ,0.65, ,87, ,12.3, ,61.0, ,51.6, ,56.3, ,91, ,64, ,79, ,50.0, ,4.8, ,114.6, ,57.8, 
173,12/24/2021,358,0.06, ,0.89, ,244, ,13.3, ,59.9, ,51.5, ,56.3, ,94, ,75, ,86, ,52.1, ,7.8, ,186.3, ,57.8, 
173,12/25/2021,359,0.03, ,0.26, ,151, ,11.8, ,56.6, ,51.2, ,53.4, ,93, ,77, ,85, ,49.0, ,4.3, ,104.3, ,57.8, 
173,12/26/2021,360,0.07, ,0.19, ,284, ,9.9, ,56.6, ,46.5, ,52.8, ,88, ,60, ,73, ,44.3, ,5.4, ,130.1, ,57.3, 
173,12/27/2021,361,0.04, ,0.13, ,204, ,9.9, ,55.7, ,44.0, ,50.6, ,90, ,65, ,79, ,44.3, ,5.5, ,132.6, ,56.2, 
173,12/28/2021,362,0.05, ,0.04, ,179, ,10.0, ,54.6, ,47.8, ,51.8, ,86, ,67, ,76, ,44.5, ,7.1, ,171.0, ,55.9, 
173,12/29/2021,363,0.03, ,0.47, ,132, ,10.9, ,56.1, ,46.5, ,51.2, ,92, ,73, ,85, ,46.9, ,5.8, ,138.9, ,55.7, 
173,12/30/2021,364,0.06, ,0.00, ,231, ,11.9, ,63.5, ,52.1, ,56.5, ,83, ,66, ,76, ,49.1, ,5.3, ,126.5, ,56.3, 
173,12/31/2021,365,0.04, ,0, ,163, ,11.4, ,58.3, ,51.9, ,54.7, ,85, ,71, ,78, ,47.9, ,5.9, ,140.7, ,56.7, 
