192,11/21/2021,325,0.10, ,0, ,351, ,2.4, ,55.6, ,25.6, ,42.9, ,43, ,16, ,26, ,10.2, ,4.7, ,112.5, ,44.7, 
192,11/22/2021,326,0.08, ,0, ,335, ,2.3, ,58.6, ,21.2, ,39.7, ,41, ,14, ,28, ,9.0, ,2.2, ,52.3, ,43.5, 
192,11/23/2021,327,0.10, ,0, ,326, ,2.7, ,57.3, ,29.7, ,45.8, ,43, ,16, ,25, ,12.3, ,4.3, ,103.5, ,43.8, 
192,11/24/2021,328,0.10, ,0, ,341, ,1.8, ,50.2, ,22.8, ,38.1, ,48, ,14, ,23, ,4.0, ,6.3, ,151.3, ,43.2, 
192,11/25/2021,329,0.11, ,0, ,344,R,1.2,Y,47.7, ,23.7, ,39.2, ,23, ,12, ,15,Y,-4.8,Y,8.4, ,201.8, ,42.1, 
192,11/26/2021,330,0.08, ,0, ,331, ,1.3, ,58.6, ,18.3, ,36.8, ,31, ,9, ,18, ,-2.8, ,3.5, ,83.7, ,41.0, 
192,11/27/2021,331,0.07, ,0, ,327, ,1.6, ,63.1, ,23.9, ,39.9, ,31, ,8, ,19, ,1.6, ,2.1, ,50.3, ,40.5, 
192,11/28/2021,332,0.07, ,0, ,324, ,2.0, ,64.4, ,27.3, ,41.3, ,43, ,10, ,23, ,6.4, ,2.1, ,50.0, ,40.7, 
192,11/29/2021,333,0.07,R,0, ,327, ,2.5, ,67.7, ,27.3, ,42.3, ,44, ,12, ,27, ,11.2, ,1.9, ,46.3, ,41.0, 
192,11/30/2021,334,0.09, ,0, ,326, ,2.4, ,65.7, ,26.4, ,43.2, ,41, ,13, ,25, ,10.0, ,3.4, ,81.4, ,40.9, 
192,12/1/2021,335,0.08, ,0, ,324, ,2.3, ,63.6, ,27.5, ,42.4, ,40, ,12, ,25, ,9.0, ,2.7, ,65.1, ,40.9, 
192,12/2/2021,336,0.08, ,0, ,314, ,2.7, ,64.5, ,27.4, ,42.3, ,45, ,16, ,30, ,12.9, ,2.3, ,54.1, ,40.8, 
192,12/3/2021,337,0.08, ,0, ,311, ,3.1, ,62.5, ,28.2, ,41.5, ,52, ,19, ,35, ,16.1, ,2.3, ,55.0, ,40.9, 
192,12/4/2021,338,0.07, ,0, ,310, ,2.8, ,61.3, ,25.7, ,39.0, ,53, ,18, ,35, ,13.7, ,2.0, ,47.9, ,40.8, 
192,12/5/2021,339,0.09, ,0, ,316, ,2.2, ,60.0, ,24.2, ,45.2, ,47, ,13, ,21, ,7.6, ,4.0, ,97.1, ,40.3, 
192,12/6/2021,340,0.10, ,0, ,277, ,2.3, ,62.9, ,30.2, ,47.4, ,35, ,12, ,21, ,9.5, ,4.6, ,111.1, ,40.6, 
192,12/7/2021,341,0.05, ,0, ,171, ,3.3, ,53.3, ,28.4, ,43.3, ,54, ,20, ,34, ,16.9, ,3.0, ,71.9, ,41.6, 
192,12/8/2021,342,0.06, ,0.01, ,133, ,7.0, ,53.0, ,40.2,Y,43.4, ,85, ,29, ,73, ,35.3, ,5.7, ,136.6, ,41.4, 
192,12/9/2021,343,0.00, ,0.84, ,38, ,6.8, ,40.8, ,27.6, ,37.2, ,90, ,89, ,91, ,34.7, ,7.4, ,177.3, ,41.6, 
192,12/10/2021,344,0.03, ,0, ,199, ,4.7, ,39.2, ,21.2, ,29.6, ,90, ,66, ,85, ,25.8, ,2.1, ,51.5, ,40.7, 
192,12/11/2021,345,0.06, ,0, ,290, ,3.6, ,49.1, ,17.6, ,30.4, ,88, ,24, ,62, ,19.1, ,2.5, ,58.8, ,39.3, 
192,12/12/2021,346,0.07, ,0, ,306, ,3.8, ,51.4, ,22.7, ,37.4, ,84, ,28, ,50, ,20.7, ,5.4, ,130.2, ,38.5, 
192,12/13/2021,347,0.03, ,0, ,121, ,5.6, ,40.3, ,32.1, ,36.2, ,90, ,47, ,77, ,29.8, ,10.8,Y,258.3,Y,38.6, 
192,12/14/2021,348,0.00, ,4.11, ,13, ,6.1, ,42.8, ,25.3, ,34.2, ,91, ,88, ,92, ,32.1, ,10.9,Y,260.6,Y,39.1, 
192,12/15/2021,349,0.04, ,0.01,H,297, ,3.6, ,38.5, ,15.7, ,25.5, ,90, ,43, ,77, ,19.4, ,1.9, ,46.2, ,38.3, 
192,12/16/2021,350,0.05, ,0, ,269, ,4.7, ,49.4, ,19.2, ,31.5, ,90, ,42, ,78, ,25.5, ,2.6, ,61.8, ,37.0, 
192,12/17/2021,351,0.06, ,0, ,310, ,4.0, ,41.0, ,29.9, ,34.5, ,90, ,35, ,59, ,21.8, ,6.8, ,163.7, ,36.5, 
192,12/18/2021,352,0.05, ,0, ,306, ,3.3, ,45.4, ,19.4, ,30.5, ,78, ,28, ,57, ,16.9, ,2.8, ,67.4, ,35.9, 
192,12/19/2021,353,0.07, ,0, ,304, ,2.6, ,52.6, ,21.1, ,34.3, ,76, ,12, ,39, ,12.2, ,3.4, ,82.3, ,35.3, 
192,12/20/2021,354,0.07, ,0, ,292, ,2.8, ,56.4, ,18.0, ,35.5, ,74, ,11, ,40, ,13.5, ,2.8, ,67.5, ,34.9, 
192,12/21/2021,355,0.04, ,0, ,138, ,3.7, ,55.6, ,28.5, ,38.4, ,68, ,15, ,47, ,19.8, ,2.8, ,66.3, ,34.7, 
192,12/22/2021,356,0.08, ,0, ,228, ,3.1, ,56.6, ,30.7, ,44.5, ,64, ,17, ,31, ,16.2, ,4.6, ,109.8, ,35.0, 
192,12/23/2021,357,0.01, ,2.45, ,33, ,7.1, ,45.9, ,36.0, ,41.0, ,90, ,37, ,82, ,35.8, ,8.8, ,210.0, ,36.6, 
192,12/24/2021,358,0.00, ,1.98, ,39, ,6.9, ,42.8, ,33.1, ,37.8, ,90, ,87, ,90, ,35.1, ,7.6, ,181.5, ,39.1, 
192,12/25/2021,359,0.01, ,0.49, ,69, ,5.9, ,37.7, ,31.5, ,34.0, ,90, ,81, ,89, ,31.0, ,8.9, ,214.5, ,38.4, 
192,12/26/2021,360,0.04, ,0.91, ,272, ,5.1, ,37.3, ,29.2, ,32.0, ,90, ,73, ,84, ,27.6, ,7.3, ,175.5, ,37.3, 
192,12/27/2021,361,0.01, ,0, ,103, ,4.8, ,32.6, ,26.9, ,29.7, ,90, ,73, ,87, ,26.3, ,8.1, ,194.4, ,36.4, 
192,12/28/2021,362,0.01, ,0, ,97, ,4.9, ,31.3, ,27.5, ,29.1, ,90, ,90, ,90, ,26.6, ,7.1, ,170.9, ,36.0, 
192,12/29/2021,363,0.01, ,0.85, ,103, ,5.3, ,34.2, ,26.5, ,31.1, ,90, ,90, ,90, ,28.6, ,7.4, ,177.3, ,35.9, 
192,12/30/2021,364,0.00, ,1.37, ,43, ,6.3, ,37.5, ,30.4, ,35.3, ,90, ,90, ,90, ,32.7, ,6.6, ,158.5, ,35.3, 
192,12/31/2021,365,0.02, ,0, ,131, ,6.0, ,39.9, ,26.9, ,34.6, ,90, ,84, ,89, ,31.6, ,4.9, ,116.8, ,34.9, 
