129,11/22/2021,326,0.09, ,0, ,303, ,9.4, ,79.1, ,49.3, ,61.4, ,79, ,23, ,50, ,42.9, ,3.0, ,72.9, ,60.5, 
129,11/23/2021,327,0.07, ,0, ,277, ,9.7, ,65.6, ,39.6, ,51.5, ,96, ,49, ,74, ,43.6, ,2.4, ,58.0, ,59.6, 
129,11/24/2021,328,0.08, ,0, ,293, ,7.6, ,67.0, ,36.6, ,51.4, ,97, ,32, ,59, ,37.4, ,3.3, ,78.3, ,57.9, 
129,11/25/2021,329,0.09, ,0, ,287, ,7.1, ,75.9, ,41.7, ,55.5, ,67, ,19, ,47, ,35.7, ,2.9, ,70.7, ,57.3, 
129,11/26/2021,330,0.08, ,0, ,281, ,9.0, ,70.1, ,44.5, ,55.3, ,86, ,38, ,60, ,41.8, ,3.2, ,76.9, ,57.7, 
129,11/27/2021,331,0.08, ,0, ,273, ,9.2, ,75.1, ,43.4, ,57.5, ,83, ,30, ,57, ,42.3, ,3.0, ,70.9, ,57.8, 
129,11/28/2021,332,0.08, ,0, ,273, ,10.4, ,77.1,Y,45.7, ,57.2, ,90, ,39, ,65, ,45.7, ,3.2, ,76.1, ,58.5, 
129,11/29/2021,333,0.08, ,0, ,272, ,11.1, ,75.2, ,44.6, ,56.0, ,95, ,40, ,73, ,47.4, ,3.4, ,81.4, ,58.5, 
129,11/30/2021,334,0.08, ,0, ,271, ,10.7, ,79.5,Y,41.2, ,56.5, ,97, ,37, ,69, ,46.4, ,2.6, ,62.3, ,58.1, 
129,12/1/2021,335,0.09,R,0, ,276, ,10.4, ,83.8,R,45.4, ,60.9, ,89, ,29, ,57, ,45.5, ,2.9, ,69.3, ,58.8, 
129,12/2/2021,336,0.06, ,0, ,261, ,10.9, ,62.9, ,39.4, ,50.8, ,94, ,54, ,86, ,46.8, ,2.9, ,70.3, ,58.0, 
129,12/3/2021,337,0.02, ,0, ,85, ,12.1, ,56.8, ,50.5, ,52.9, ,98, ,77, ,88, ,49.5, ,2.6, ,61.3, ,58.4, 
129,12/4/2021,338,0.03, ,0, ,151, ,10.9, ,57.7, ,42.3, ,51.0, ,97, ,72, ,85, ,46.7, ,2.3, ,55.6, ,58.2, 
129,12/5/2021,339,0.05, ,0, ,235, ,10.3, ,63.1, ,36.6, ,47.2, ,99, ,68, ,93, ,45.3, ,2.3, ,56.4, ,56.6, 
129,12/6/2021,340,0.02, ,0.00, ,116, ,10.8, ,55.3, ,39.0, ,48.2, ,99, ,83, ,94, ,46.5, ,2.2, ,52.6, ,55.3, 
129,12/7/2021,341,0.05, ,0, ,215, ,12.8, ,65.3, ,49.9, ,55.0, ,98, ,65, ,86, ,51.0, ,3.1, ,73.8, ,56.6, 
129,12/8/2021,342,0.02, ,0, ,98, ,12.4, ,57.1, ,47.4, ,52.7, ,98, ,82, ,91, ,50.3, ,3.2, ,75.9, ,56.6, 
129,12/9/2021,343,0.06, ,0, ,249, ,10.2, ,58.6, ,38.2, ,50.4, ,97, ,59, ,82, ,45.0, ,3.4, ,80.7, ,56.6, 
129,12/10/2021,344,0.06, ,0, ,258, ,8.2, ,58.2, ,36.2, ,45.2, ,99, ,55, ,80, ,39.3, ,2.1, ,50.7, ,54.2, 
129,12/11/2021,345,0.06, ,0, ,261, ,7.0, ,60.7, ,32.1, ,44.0, ,95, ,38, ,71, ,35.4, ,2.4, ,58.7, ,52.6, 
129,12/12/2021,346,0.02, ,0, ,96, ,9.4, ,55.0, ,34.4, ,46.3, ,97, ,58, ,88, ,42.9, ,1.9, ,44.6, ,52.3, 
129,12/13/2021,347,0.01, ,0, ,38, ,12.4, ,55.7, ,48.8, ,52.8, ,99, ,80, ,91, ,50.2, ,8.0,Y,192.5,Y,53.4, 
129,12/14/2021,348,0.04, ,0, ,150, ,8.8, ,53.0, ,34.2, ,45.7, ,97, ,60, ,84, ,41.1, ,3.1, ,74.9, ,53.2, 
129,12/15/2021,349,0.05, ,0, ,227, ,8.7, ,56.1, ,35.5, ,46.2, ,98, ,59, ,82, ,41.0, ,2.9, ,70.4, ,51.1, 
129,12/16/2021,350,0.05, ,0, ,191, ,10.9, ,60.4, ,38.7, ,51.7, ,99, ,53, ,83, ,46.7, ,3.2, ,77.7, ,53.1, 
129,12/17/2021,351,0.06, ,0, ,264, ,8.8, ,57.0, ,37.5, ,46.5, ,97, ,63, ,82, ,41.1, ,3.3, ,80.3, ,51.6, 
129,12/18/2021,352,0.06, ,0, ,264, ,8.1, ,55.5, ,39.8, ,45.7, ,89, ,63, ,78, ,39.1, ,4.4, ,105.8, ,50.5, 
129,12/19/2021,353,0.05, ,0, ,237, ,8.7, ,55.4, ,33.5, ,44.8, ,97, ,69, ,86, ,40.8, ,2.9, ,70.4, ,50.0, 
129,12/20/2021,354,0.04, ,0, ,184, ,8.7, ,55.2, ,33.9, ,45.3, ,99, ,63, ,84, ,40.8, ,2.4, ,58.7, ,50.0, 
129,12/21/2021,355,0.06, ,0, ,243, ,8.8, ,64.1, ,36.3, ,49.0, ,97, ,44, ,74, ,41.2, ,2.7, ,64.5, ,50.1, 
129,12/22/2021,356,0.01, ,0, ,69, ,13.0, ,60.2, ,46.8, ,53.5, ,99, ,69, ,93, ,51.5, ,2.1, ,50.5, ,52.4, 
129,12/23/2021,357,0.01, ,0, ,0,R,13.4, ,54.2, ,50.8, ,53.1, ,99, ,88, ,98, ,52.4, ,1.7, ,39.7, ,55.0, 
129,12/24/2021,358,0.04, ,0, ,163, ,11.1, ,56.8, ,47.6, ,52.0, ,99, ,58, ,84, ,47.4, ,3.8, ,90.1, ,54.4, 
129,12/25/2021,359,0.02, ,0.65, ,88, ,10.2, ,54.1, ,45.6, ,48.4, ,96, ,78, ,88, ,44.9, ,5.2, ,124.0, ,53.1, 
129,12/26/2021,360,0.04, ,0.39, ,174, ,8.7, ,53.8, ,36.9, ,46.0, ,98, ,64, ,82, ,41.0, ,3.4, ,82.6, ,51.1, 
129,12/27/2021,361,0.04, ,1.20, ,176, ,9.3, ,53.9, ,40.2, ,46.9, ,96, ,64, ,85, ,42.6, ,4.1, ,98.2, ,50.9, 
129,12/28/2021,362,0.03, ,0.02, ,158, ,8.9, ,51.5, ,40.3, ,45.5, ,97, ,71, ,86, ,41.4, ,1.8, ,43.3, ,50.3, 
129,12/29/2021,363,0.02, ,0.46, ,122, ,10.7, ,55.5, ,45.3, ,49.1, ,97, ,76, ,90, ,46.3, ,3.2, ,76.1, ,51.4, 
129,12/30/2021,364,0.06, ,0, ,259, ,9.9, ,58.2, ,39.9, ,48.5, ,98, ,63, ,85, ,44.2, ,3.2, ,77.1, ,51.2, 
129,12/31/2021,365,0.06, ,0, ,252, ,8.5, ,56.6, ,35.5, ,45.6, ,98, ,54, ,82, ,40.4, ,2.3, ,55.1, ,51.0, 
