83,11/22/2021,326,0.06, ,0, ,290, ,9.2, ,67.4, ,32.4, ,47.4, ,97, ,53, ,83, ,42.5, ,1.8, ,42.0, ,54.6, 
83,11/23/2021,327,0.06, ,0, ,277, ,9.0, ,67.8, ,33.7, ,47.8, ,98, ,50, ,80, ,41.9, ,2.0, ,46.9, ,54.2, 
83,11/24/2021,328,0.06, ,0, ,281, ,8.2, ,67.5, ,34.2, ,46.7, ,95, ,44, ,75, ,39.3, ,2.4, ,56.5, ,53.4, 
83,11/25/2021,329,0.06,R,0, ,269, ,8.2, ,66.8, ,30.6, ,45.5, ,97, ,46, ,79, ,39.5, ,1.4, ,34.8, ,52.4, 
83,11/26/2021,330,0.05, ,0, ,253, ,9.6, ,66.3, ,33.7, ,48.5, ,97, ,46, ,83, ,43.5, ,1.4, ,34.7, ,53.1, 
83,11/27/2021,331,0.06,R,0, ,258, ,10.7, ,72.1, ,38.3, ,51.8, ,98, ,49, ,81, ,46.3, ,1.4, ,33.7, ,53.7, 
83,11/28/2021,332,0.06, ,0, ,256, ,11.6, ,71.2, ,40.6, ,52.8, ,97, ,57, ,85, ,48.5, ,1.9, ,45.9, ,54.3, 
83,11/29/2021,333,0.06, ,0.00, ,249, ,11.8, ,71.5, ,40.8, ,51.2, ,98, ,65, ,91, ,48.8, ,1.8, ,42.2, ,54.9, 
83,11/30/2021,334,0.05,R,0.00, ,234, ,10.9, ,68.8, ,36.6, ,49.8, ,98, ,62, ,89, ,46.7, ,1.3, ,31.3, ,54.6, 
83,12/1/2021,335,0.06, ,0.00, ,258, ,10.8, ,71.5, ,34.7, ,49.3, ,98, ,63, ,90, ,46.5, ,1.4, ,32.9, ,53.9, 
83,12/2/2021,336,0.06,R,0.01, ,244, ,10.4, ,68.1, ,34.4, ,49.0, ,98, ,59, ,88, ,45.6, ,1.9, ,44.5, ,53.6, 
83,12/3/2021,337,0.01,R,0.00, ,58, ,12.0, ,55.0, ,48.2, ,51.0, ,98, ,87, ,94, ,49.4, ,2.3, ,54.9, ,54.8, 
83,12/4/2021,338,0.01, ,0, ,56, ,11.6, ,53.8, ,49.2, ,51.3, ,94, ,85, ,90, ,48.5, ,2.1, ,49.6, ,55.5, 
83,12/5/2021,339,0.04, ,0, ,200, ,10.6, ,61.2, ,40.3, ,48.6, ,98, ,74, ,91, ,46.2, ,2.3, ,54.3, ,55.5, 
83,12/6/2021,340,0.00, ,0.02, ,37, ,10.7, ,49.4, ,44.1, ,47.0, ,98, ,97, ,98, ,46.4, ,1.8, ,44.0, ,54.7, 
83,12/7/2021,341,0.03, ,0.00, ,142, ,11.9, ,60.0, ,47.9, ,51.2, ,98, ,79, ,93, ,49.2, ,2.4, ,57.1, ,55.2, 
83,12/8/2021,342,0.01, ,0.02, ,49, ,12.7, ,55.0, ,48.3, ,52.0, ,98, ,92, ,96, ,50.9, ,2.1, ,51.0, ,55.9, 
83,12/9/2021,343,0.07, ,0, ,252, ,8.4, ,59.7, ,33.7, ,48.1, ,98, ,48, ,73, ,40.0, ,3.3, ,80.2, ,55.0, 
83,12/10/2021,344,0.06,R,0, ,250, ,6.5, ,58.9, ,30.3, ,40.9, ,96, ,37, ,75, ,33.5, ,1.7, ,40.8, ,52.1, 
83,12/11/2021,345,0.04, ,0.04, ,211, ,7.7, ,56.5, ,28.0, ,41.7, ,96, ,60, ,86, ,37.9, ,1.9, ,46.7, ,50.8, 
83,12/12/2021,346,0.00, ,1.32, ,27, ,11.9, ,53.6, ,46.4, ,50.0, ,98, ,95, ,97, ,49.1, ,6.7, ,161.0, ,51.9, 
83,12/13/2021,347,0.01, ,1.06, ,49, ,11.6, ,55.9, ,44.3, ,50.1, ,98, ,88, ,94, ,48.5, ,6.2, ,148.8, ,53.0, 
83,12/14/2021,348,0.05, ,0.09, ,228, ,7.8, ,52.1, ,33.7, ,42.4, ,97, ,56, ,84, ,38.0, ,2.9, ,69.4, ,51.7, 
83,12/15/2021,349,0.02, ,0.85, ,76, ,9.6, ,53.0, ,34.1, ,44.5, ,98, ,81, ,96, ,43.3, ,6.8, ,163.3, ,50.0, 
83,12/16/2021,350,0.05, ,0.03, ,219, ,10.0, ,58.1, ,37.1, ,47.6, ,98, ,67, ,89, ,44.5, ,2.1, ,50.6, ,51.3, 
83,12/17/2021,351,0.04, ,0.01, ,218, ,7.9, ,55.8, ,31.6, ,40.3, ,98, ,70, ,92, ,38.3, ,1.5, ,34.8, ,49.9, 
83,12/18/2021,352,0.03, ,0.00, ,164, ,7.7, ,52.1, ,33.4, ,39.1, ,98, ,78, ,95, ,37.8, ,1.8, ,44.3, ,49.3, 
83,12/19/2021,353,0.01, ,0, ,59, ,8.4, ,47.7, ,35.9, ,42.1, ,97, ,84, ,92, ,40.0, ,2.0, ,47.2, ,49.2, 
83,12/20/2021,354,0.03, ,0, ,110, ,8.9, ,51.5, ,42.4, ,46.3, ,92, ,73, ,83, ,41.6, ,5.2, ,125.7, ,49.9, 
83,12/21/2021,355,0.02, ,0.35, ,89, ,9.1, ,49.4, ,41.2, ,45.1, ,95, ,81, ,89, ,42.1, ,4.6, ,110.4, ,50.0, 
83,12/22/2021,356,0.00, ,0.40,H,51, ,10.4, ,50.1, ,43.7, ,46.5, ,98, ,94, ,97, ,45.6, ,2.1, ,49.9, ,50.5, 
83,12/23/2021,357,0.02, ,1.66, ,111, ,13.2, ,59.2, ,49.6, ,53.1, ,98, ,89, ,96, ,52.0, ,3.8, ,91.0, ,52.2, 
83,12/24/2021,358,0.04, ,0.05, ,174, ,10.4, ,54.6, ,43.5, ,49.2, ,98, ,68, ,87, ,45.5, ,4.1, ,98.3, ,52.4, 
83,12/25/2021,359,0.03, ,0.54, ,99, ,9.9, ,53.0, ,38.2, ,48.0, ,93, ,80, ,87, ,44.2, ,7.0, ,167.7, ,51.7, 
83,12/26/2021,360,0.02, ,0.10, ,95, ,8.5, ,48.5, ,34.1, ,43.1, ,96, ,83, ,89, ,40.2, ,3.9, ,92.7, ,49.7, 
83,12/27/2021,361,0.05, ,0.19, ,193, ,8.1, ,50.5, ,34.2, ,44.7, ,97, ,64, ,80, ,39.0, ,4.3, ,103.1, ,50.0, 
83,12/28/2021,362,0.01, ,0.18, ,84, ,7.8, ,44.4, ,33.7, ,40.4, ,96, ,83, ,92, ,38.2, ,2.0, ,49.1, ,48.9, 
83,12/29/2021,363,0.02, ,0.14,H,93, ,8.9, ,49.6, ,41.9, ,44.8, ,97, ,79, ,89, ,41.6, ,3.0, ,71.3, ,49.5, 
83,12/30/2021,364,0.04, ,0, ,178, ,8.1, ,54.6, ,32.9, ,43.7, ,97, ,67, ,84, ,39.2, ,2.4, ,57.6, ,49.9, 
83,12/31/2021,365,0.06, ,0, ,257, ,6.6, ,55.4, ,28.4, ,40.1, ,97, ,50, ,79, ,34.0, ,3.4, ,82.6, ,48.1, 
