251,11/23/2021,327,0.11, ,0.00, ,296, ,5.4, ,75.4, ,48.9, ,62.0, ,49, ,15, ,28, ,29.0, ,3.4, ,82.2, ,59.2, 
251,11/24/2021,328,0.16, ,0, ,316, ,4.4, ,74.6, ,43.2, ,59.6, ,68, ,8, ,25, ,23.9, ,7.6, ,182.4, ,58.2, 
251,11/25/2021,329,0.14, ,0, ,320, ,2.1, ,71.6, ,43.4, ,59.4, ,28, ,7, ,12, ,7.3, ,5.7, ,136.5, ,56.9, 
251,11/26/2021,330,0.09, ,0, ,310, ,2.8, ,78.7, ,40.1, ,56.8, ,35, ,6, ,18, ,13.5, ,2.8, ,67.6, ,55.9, 
251,11/27/2021,331,0.10, ,0.01, ,312, ,3.6, ,79.8, ,43.4, ,59.8, ,39, ,6, ,20, ,19.0, ,2.7, ,64.7, ,55.8, 
251,11/28/2021,332,0.10, ,0, ,307, ,4.4, ,85.6, ,46.2, ,63.3, ,42, ,8, ,22, ,23.9, ,2.3, ,54.0, ,56.2, 
251,11/29/2021,333,0.11, ,0.01, ,304, ,5.4, ,83.5, ,49.9, ,64.6, ,49, ,10, ,26, ,28.8, ,2.8, ,66.3, ,56.9, 
251,11/30/2021,334,0.11, ,0, ,305, ,5.3, ,88.0,Y,49.7, ,66.5, ,50, ,10, ,24, ,28.7, ,2.9, ,70.5, ,57.2, 
251,12/1/2021,335,0.11, ,0.02, ,303, ,4.8, ,87.2,Y,51.4, ,66.9,Y,42, ,9, ,21,Y,25.9,Y,3.0, ,71.5, ,57.6, 
251,12/2/2021,336,0.10,R,0.01, ,293, ,6.9, ,77.6, ,48.6, ,60.4, ,75, ,16, ,39, ,35.1, ,2.8, ,66.4, ,57.3, 
251,12/3/2021,337,0.07, ,0, ,272, ,9.6, ,70.8, ,42.7, ,54.3, ,88, ,33, ,67, ,43.4, ,2.1, ,50.6, ,56.9, 
251,12/4/2021,338,0.06, ,0.01, ,265, ,9.9, ,66.1, ,42.0, ,51.5, ,92, ,51, ,76, ,44.2, ,2.0, ,47.7, ,56.2, 
251,12/5/2021,339,0.07, ,0.00, ,276, ,8.8, ,73.3, ,38.9, ,54.0, ,92, ,30, ,62, ,41.1, ,2.4, ,58.3, ,55.6, 
251,12/6/2021,340,0.08, ,0.04, ,257, ,6.8, ,77.6, ,45.0, ,58.1, ,79, ,16, ,41, ,34.5, ,2.7, ,64.0, ,55.5, 
251,12/7/2021,341,0.02, ,0.01, ,131, ,11.1, ,61.9, ,46.2, ,53.6, ,94, ,59, ,79, ,47.3, ,2.2, ,53.0, ,56.0, 
251,12/8/2021,342,0.06, ,0.01, ,262, ,9.9, ,65.1, ,42.5, ,53.1, ,92, ,49, ,72, ,44.4, ,2.6, ,61.5, ,55.7, 
251,12/9/2021,343,0.00, ,0.28, ,49, ,12.2, ,54.1, ,46.8, ,51.9, ,100, ,74, ,93, ,49.9, ,3.3, ,78.3, ,56.0, 
251,12/10/2021,344,0.04, ,0.00, ,183, ,9.0, ,59.5, ,40.6, ,48.0, ,100, ,47, ,79, ,41.9, ,2.2, ,52.1, ,55.1, 
251,12/11/2021,345,0.07, ,0, ,282, ,6.0, ,66.7, ,35.7, ,48.7, ,87, ,21, ,51, ,31.4, ,2.1, ,49.3, ,53.8, 
251,12/12/2021,346,0.07, ,0, ,278, ,5.9, ,64.8, ,36.9, ,48.9, ,74, ,26, ,50, ,31.3, ,2.4, ,58.4, ,52.9, 
251,12/13/2021,347,0.03, ,0, ,123, ,8.3, ,57.3, ,37.0, ,48.8, ,81, ,54, ,71, ,39.8, ,3.0, ,72.4, ,52.4, 
251,12/14/2021,348,0.00, ,1.36, ,34, ,10.6, ,54.8, ,42.4, ,49.2, ,98, ,76, ,89, ,46.0, ,7.8, ,188.2, ,53.0, 
251,12/15/2021,349,0.05, ,0, ,266, ,6.6, ,54.5, ,34.5, ,43.5, ,96, ,40, ,68, ,33.7, ,2.1, ,49.5, ,51.9, 
251,12/16/2021,350,0.05, ,0, ,242, ,6.4, ,56.0, ,33.1, ,43.6, ,92, ,36, ,67, ,33.2, ,2.2, ,53.5, ,51.0, 
251,12/17/2021,351,0.07, ,0, ,281, ,5.9, ,67.1, ,35.6, ,48.8, ,91, ,21, ,50, ,31.0, ,2.8, ,67.1, ,50.7, 
251,12/18/2021,352,0.07,R,0, ,290, ,4.3, ,69.0, ,33.8, ,49.4, ,65, ,10, ,36, ,23.5, ,2.1, ,49.9, ,50.5, 
251,12/19/2021,353,0.07,R,0, ,287, ,4.6, ,68.8, ,36.4, ,50.3, ,67, ,13, ,37, ,25.2, ,2.3, ,54.6, ,50.3, 
251,12/20/2021,354,0.07,R,0.01, ,272, ,4.8, ,72.1, ,34.5, ,51.4, ,71, ,14, ,37, ,26.3, ,2.1, ,49.4, ,50.1, 
251,12/21/2021,355,0.05, ,0, ,132, ,5.9, ,66.6, ,43.8, ,52.9, ,59, ,19, ,43, ,31.0, ,2.0, ,48.4, ,51.1, 
251,12/22/2021,356,0.07, ,0.01, ,220, ,6.2, ,67.6, ,42.8, ,55.1, ,62, ,20, ,42, ,32.5, ,2.2, ,52.4, ,51.2, 
251,12/23/2021,357,0.01, ,1.46, ,26, ,10.7, ,56.8, ,49.0, ,52.9, ,100, ,49, ,78, ,46.4, ,3.4, ,80.4, ,52.4, 
251,12/24/2021,358,0.02, ,0.63, ,120, ,12.4,Y,57.2, ,46.3, ,52.5, ,100, ,71, ,92,Y,50.3,Y,3.6, ,87.1, ,52.8, 
251,12/25/2021,359,0.02, ,0.06, ,117, ,9.9, ,56.3, ,40.3, ,47.9, ,97, ,73, ,87, ,44.3, ,4.1, ,97.2, ,52.6, 
251,12/26/2021,360,0.05, ,0.24, ,258, ,8.4, ,55.1, ,41.5, ,48.5, ,96, ,44, ,73, ,40.1, ,3.2, ,76.7, ,52.5, 
251,12/27/2021,361,0.02, ,0.77, ,117, ,8.0, ,51.0, ,36.5, ,44.1, ,95, ,60, ,82, ,38.9, ,2.9, ,70.0, ,51.3, 
251,12/28/2021,362,0.01, ,0.11, ,88, ,8.7, ,48.8, ,43.5, ,45.4, ,94, ,65, ,84, ,40.9, ,2.7, ,65.1, ,50.6, 
251,12/29/2021,363,0.03, ,0.04, ,149, ,9.2, ,53.1, ,39.5, ,47.5, ,93, ,63, ,82, ,42.3, ,3.2, ,76.3, ,50.7, 
251,12/30/2021,364,0.03, ,0.02, ,124, ,10.5, ,61.5, ,43.2, ,51.1, ,98, ,51, ,82, ,45.8, ,3.0, ,71.0, ,51.6, 
251,12/31/2021,365,0.05, ,0, ,224, ,9.9, ,61.3, ,42.0, ,50.7, ,98, ,56, ,79, ,44.3, ,3.4, ,81.7, ,51.9, 
